# GNDS name	mev_per_decay
# Mean PROMPT recoverable energy per decay (MeV) from ENDF/B-VII.1
# decay tapes (MF8/MT457 summary components, uncertainties skipped).
# Daughter gammas belong to the daughter row: chain codes must sum
# members (e.g. Cs137 prompt + Ba137_m1 662 keV). Mean-field decay
# data evaluation; not for spectroscopy or safety calculations.
# Regenerate: python3 scripts/gen-nuclear-data.py --help.
Ca52	5.16653
Ca53	5.69061
Ca54	7.092
Ca55	8.406
Ca56	8.054
Ca57	8.73867
Cd100	2.11509
Cd101	3.4687
Cd102	0.898956
Cd103	2.76542
Cd104	0.764141
Cd105	1.8246
Cd107	0.0270588
Cd109	0.0211024
Cd111_m1	0.3888
Cd113	0.09262
Cd113_m1	0.185726
Cd115	0.511232
Cd115_m1	0.637353
Cd116	1.40436
Cd117	1.50777
Cd117_m1	2.23979
Cd118	0.1629
Cd119	2.27711
Cd119_m1	2.68706
Cd120	0.681
Cd121	2.86881
Cd121_m1	3.31457
Cd122	1.229
Cd123	3.66101
Cd123_m1	4.11734
Cd124	2.89838
Cd125	4.04711
Cd125_m1	4.40378
Cd126	3.81651
Cd127	6.54146
Cd128	4.7475
Cd129	7.08288
Cd130	5.11456
Cd131	5.26965
Cd132	6.21946
Cd95	8.95925
Cd96	6.03333
Cd97	6.58371
Cd98	3.53778
Cd99	4.51852
Ce119	7.402
Ce120	5.42733
Ce121	6.58356
Ce122	4.38837
Ce123	5.744
Ce124	3.75467
Ce125	4.73467
Ce126	2.76861
Ce127	3.94677
Ce127_m1	3.9468
Ce128	2.06532
Ce129	3.35908
Ce130	0.568256
Ce131	2.70781
Ce131_m1	2.74987
Ce132	0.290156
Ce132_m1	2.3411
Ce133	0.919578
Ce133_m1	2.07217
Ce134	0.0352873
Ce135	0.85298
Ce135_m1	0.445223
Ce137	0.0538946
Ce137_m1	0.259235
Ce138_m1	2.12904
Ce139	0.195746
Ce139_m1	0.752972
Ce141	0.246831
Ce142	0.70836
Ce143	0.709344
Ce144	0.110588
Ce145	1.50266
Ce146	0.572734
Ce147	2.24554
Ce148	1.10386
Ce149	3.16711
Ce150	1.88571
Ce151	2.97374
Ce152	2.61562
Ce153	4.43356
Ce154	3.11941
Ce155	4.3127
Ce156	3.69255
Ce157	5.37446
Cf239	5.19133
Cf240	7.56442
Cf241	3.54325
Cf242	6.2264
Cf243	2.31821
Cf244	7.3289
Cf245	3.28355
Cf246	6.86161
Cf247	0.140531
Cf248	6.35703
Cf249	6.2697
Cf250	6.12215
Cf251	6.15996
Cf252	6.03228
Cf253	0.113894
Cf254	0.0183731
Cf255	0.48
Cf256	5.558e-09
Cl28	3.193
Cl29	2.405
Cl30	0.311
Cl31	7.95939
Cl32	8.44986
Cl33	3.13015
Cl34	3.07158
Cl34_m1	2.57411
Cl36	0.297613
Cl38	3.03077
Cl38_m1	0.671426
Cl39	2.27677
Cl40	5.5987
Cl41	3.84021
Cl42	6.33979
Cl43	5.06777
Cl44	7.62419
Cl45	6.90463
Cl46	7.39107
Cl47	10.0747
Cl48	12.3887
Cl49	11.954
Cl50	14.1213
Cl51	13.5627
Cm233	5.10758
Cm234	3.23802
Cm235	4.683
Cm236	4.11933
Cm237	4.302
Cm238	1.24584
Cm239	1.20538
Cm240	6.39883
Cm241	0.678754
Cm242	6.21534
Cm243	6.17791
Cm244	5.90107
Cm244_m1	191.8
Cm245	5.65194
Cm246	5.5201
Cm247	5.35307
Cm248	4.72674
Cm249	0.29865
Cm250	141.458
Cm251	0.559978
Co49	5.65
Co50	10.6212
Co51	8.63133
Co52	9.61133
Co53	4.49162
Co53_m1	7.56092
Co54	4.42095
Co54_m1	6.0128
Co55	2.43032
Co56	3.76107
Co57	0.143804
Co58	1.00878
Co58_m1	0.024744
Co60	2.60061
Co60_m1	0.0630449
Co61	0.563911
Co62	3.23687
Co62_m1	3.52237
Co63	1.71131
Co64	3.46963
Co65	2.77231
Co66	5.89041
Co67	4.45996
Co68	7.49718
Co68_m1	7.7011
Co69	6.6507
Co70	9.04695
Co70_m1	9.04695
Co71	7.62879
Co72	8.69158
Co73	7.01795
Co74	9.38499
Co75	8.07854
Cr42	9.38333
Cr43	10.9969
Cr44	7.25324
Cr45	8.37053
Cr46	4.10433
Cr47	4.034
Cr48	0.442375
Cr49	1.6582
Cr51	0.0366796
Cr55	1.10167
Cr56	0.704644
Cr57	2.49246
Cr58	2.66186
Cr59	5.08919
Cr60	4.30934
Cr61	6.37428
Cr62	5.17756
Cr63	7.50467
Cr64	6.48333
Cr65	8.79333
Cr66	8.27333
Cr67	9.576
Cs112	0.8143
Cs113	0.97353
Cs114	8.16135
Cs115	5.9702
Cs116	7.26224
Cs116_m1	7.37562
Cs117	5.12816
Cs117_m1	5.22816
Cs118	6.44535
Cs118_m1	6.44535
Cs119	4.32624
Cs119_m1	4.326
Cs120	5.52252
Cs120_m1	5.52267
Cs121	2.89305
Cs121_m1	3.02219
Cs122	3.92781
Cs122_m1	0.1271
Cs122_m2	4.90192
Cs123	2.07381
Cs123_m1	0.158252
Cs124	3.28209
Cs124_m1	0.4626
Cs125	1.10747
Cs125_m1	0.2661
Cs126	2.47137
Cs127	0.459836
Cs128	1.76938
Cs129	0.297234
Cs130	0.889978
Cs130_m1	0.159431
Cs131	0.0296388
Cs132	0.728426
Cs134	1.7185
Cs134_m1	0.134097
Cs135	0.0757
Cs135_m1	1.6333
Cs136	2.05068
Cs136_m1	0.8744
Cs137	0.179448
Cs138	3.60519
Cs138_m1	0.738559
Cs139	1.96749
Cs140	3.75769
Cs141	3.19842
Cs142	3.87109
Cs143	2.82277
Cs144	6.27162
Cs144_m1	5.66667
Cs145	3.23373
Cs146	6.11155
Cs147	4.71561
Cs148	5.74117
Cs149	3.87795
Cs150	3.8352
Cs151	4.29389
Cu52	2.315
Cu53	6.478
Cu54	1.02
Cu55	4.772
Cu56	10.446
